TX, Beaumont, 30.084343, -94.145774,118296
PA, Allentown, 40.593966, -75.478159,118032
AZ, Surprise, 33.670612,-112.452674,117517
IN, Evansville, 37.987734, -87.534703,117429
TX, Abilene, 32.454514, -99.738147,117063
TX, Frisco, 33.151028, -96.819263,116989
MO, Independence, 39.085258, -94.351292,116830
CA, Santa Clara, 37.364613,-121.967934,116468
IL, Springfield, 39.763908, -89.670832,116250
CA, Vallejo, 38.107911,-122.263880,115942
CA, Victorville, 34.527735,-117.353579,115903
GA, Athens, 33.949597, -83.370088,115452
IL, Peoria, 40.752309, -89.617097,115007
MI, Lansing, 42.709787, -84.556222,114297
MI, Ann Arbor, 42.275641, -83.731333,113934
CA, El Monte, 34.074633,-118.029136,113475
TX, Denton, 33.215139, -97.141687,113383
CA, Berkeley, 37.866702,-122.299066,112580
UT, Provo, 40.245330,-111.644807,112488
CA, Downey, 33.938237,-118.130856,111772
TX, Midland, 32.029931,-102.109697,111147
OK, Norman, 35.240577, -97.345306,110925
CT, Waterbury, 41.558500, -73.036685,110366
CA, Costa Mesa, 33.665905,-117.912336,109960
CA, Inglewood, 33.956068,-118.344274,109673
NH, Manchester, 42.984689, -71.443893,109565
TN, Murfreesboro, 35.852209, -86.416062,108755
MO, Columbia, 38.947939, -92.326097,108500
NV, Enterprise, 36.018193,-115.215373,108481
IL, Elgin, 42.039639, -88.321709,108188
FL, Clearwater, 27.979475, -82.766265,107685
FL, Miami Gardens, 25.948877, -80.243582,107167
MN, Rochester, 44.015442, -92.477210,106769
CO, Pueblo, 38.273147,-104.612378,106595
MA, Lowell, 42.638893, -71.322107,106519
NC, Wilmington, 34.209225, -77.885767,106476
CO, Arvada, 39.809740,-105.106620,106433
CA, San Buenaventura (Ventura), 34.268127,-119.255025,106433
CO, Westminster, 39.882190,-105.064426,106114
CA, West Covina, 34.055941,-117.909937,106098
OR, Gresham, 45.502319,-122.441609,105594
ND, Fargo, 46.865206, -96.829005,105549
CA, Norwalk, 33.906929,-118.083446,105549
CA, Carlsbad, 33.123909,-117.282835,105328
CA, Fairfield, 38.256757,-122.039719,105321
MA, Cambridge, 42.375967, -71.118275,105162
TX, Wichita Falls, 33.906699, -98.525854,104553
NC, High Point, 35.985470, -79.990243,104371
MT, Billings, 45.789518,-108.549891,104170
WI, Green Bay, 44.520676, -87.984169,104057
UT, West Jordan, 40.602264,-112.000968,103712
CA, Richmond, 37.952974,-122.359353,103701
FL, Brandon, 27.935985, -82.299255,103483
CA, Murrieta, 33.571887,-117.190662,103466
CA, Burbank, 34.188986,-118.324866,103340
FL, Palm Bay, 27.985624, -80.662621,103190
WA, Everett, 48.003267,-122.174223,103019
MI, Flint, 43.024425, -83.691983,102434
CA, Antioch, 37.977541,-121.797618,102372
PA, Erie, 42.116594, -80.073503,101786
IN, South Bend, 41.676850, -86.269043,101168
CA, Daly City, 37.700941,-122.464978,101123
CO, Centennial, 39.590568,-104.869118,100377
CA, Temecula, 33.501923,-117.124562,100097
TX, Odessa, 31.880378,-102.343406,99940
FL, West Palm Beach, 26.748301, -80.126608,99919
TX, Round Rock, 30.523716, -97.667363,99887
FL, Pompano Beach, 26.242623, -80.128996,99845
IA, Davenport, 41.554104, -90.603997,99685
MD, Columbia, 39.201146, -76.859050,99615
CA, Santa Maria, 34.933214,-120.443815,99553
CA, El Cajon, 32.801659,-116.960482,99478
TX, Richardson, 32.972291, -96.708069,99223
WI, Kenosha, 42.584740, -87.873696,99218
CA, Rialto, 34.111784,-117.388287,99171
OK, Broken Arrow, 36.036529, -95.780996,98850
FL, Spring Hill, 28.479207, -82.529658,98621
MI, Dearborn, 42.313057, -83.211488,98153
NY, Albany, 42.665745, -73.798353,97856
NM, Las Cruces, 32.326444,-106.789695,97618
SC, North Charleston, 32.917342, -80.065150,97471
FL, Lakeland, 28.055964, -81.953682,97422
CO, Boulder, 40.027443,-105.251740,97385
CA, San Mateo, 37.560310,-122.310600,97207
VA, Roanoke, 37.277830, -79.958472,97032
MI, Livonia, 42.397183, -83.372319,96942
TX, Tyler, 32.314954, -95.304631,96900
OK, Lawton, 34.617048, -98.420400,96867
CO, Highlands Ranch, 39.540809,-104.971033,96713
CA, Compton, 33.892614,-118.227374,96455
CA, Clovis, 36.828933,-119.686652,95631
VA, Portsmouth, 36.859430, -76.356269,95535
TX, Lewisville, 33.046551, -96.981826,95290
MA, New Bedford, 41.661303, -70.937913,95072
CA, South Gate, 33.944159,-118.192761,94396
TX, College Station, 30.588623, -96.296010,93857
GA, Sandy Springs, 33.931502, -84.368673,93853
TX, The Woodlands, 30.171548, -95.507982,93847
CA, Vista, 33.189542,-117.238607,93834
MA, Brockton, 42.082543, -71.024638,93810
CA, Mission Viejo, 33.609335,-117.656471,93305
TX, San Angelo, 31.438912,-100.451850,93200
AZ, Yuma, 32.516261,-114.521811,93064
CO, Greeley, 40.414406,-104.771245,92889
CA, Vacaville, 38.357372,-121.969452,92428
WA, Kent, 47.385318,-122.216929,92411
MA, Quincy, 42.260915, -71.009397,92271
CA, Arden-Arcade, 38.603364,-121.380087,92186
FL, Davie, 26.079142, -80.285028,91992
CA, Carson, 33.840367,-118.249574,91714
OR, Hillsboro, 45.530767,-122.937143,91611
MO, Lee's Summit, 38.918958, -94.382768,91364
GA, Macon, 32.830953, -83.648918,91351
TX, Pearland, 29.555761, -95.323070,91252
WA, Yakima, 46.592211,-120.546838,91067
WA, Renton, 47.476075,-122.192026,90927
AL, Tuscaloosa, 33.233083, -87.525798,90468
MA, Lynn, 42.474862, -70.962185,90329
NV, Sparks, 39.569372,-119.706926,90264
CA, Hesperia, 34.397038,-117.315198,90173
CA, Redding, 40.567432,-122.364827,89861
OR, Beaverton, 45.479567,-122.814970,89803
WA, Spokane Valley, 47.663353,-117.232780,89755
CA, Santa Monica, 34.023413,-118.481666,89736
CA, Westminster, 33.752153,-117.993755,89701
WA, Federal Way, 47.308837,-122.336104,89306
IL, Waukegan, 42.369447, -87.870898,89078
MA, Fall River, 41.725351, -71.094162,88857
NJ, Toms River, 39.994856, -74.187754,88791
CA, Santa Barbara, 34.398899,-119.713356,88410
GA, Roswell, 34.039453, -84.350946,88346
UT, Orem, 40.298709,-111.699190,88328
PA, Reading, 40.339220, -75.926277,88082
FL, Miami Beach, 25.815265, -80.139721,87779
KS, Lawrence, 38.960323, -95.263223,87643
NM, Rio Rancho, 35.285096,-106.698869,87521
UT, Sandy, 40.571563,-111.852286,87461
FL, Lehigh Acres, 26.612695, -81.638845,86784
NH, Nashua, 42.749074, -71.490544,86494
MD, Germantown, 39.174220, -77.263703,86395
CO, Longmont, 40.169853,-105.101841,86270
MN, Duluth, 46.783229, -92.118710,86265
AR, Fort Smith, 35.349276, -94.370883,86209
CA, Chico, 39.755159,-121.818797,86187
CT, Norwalk, 41.092739, -73.419796,85603
CA, Whittier, 33.966827,-118.020122,85331
CA, Newport Beach, 33.596609,-117.887793,85186
FL, Deltona, 28.905121, -81.210978,85182
MA, Newton, 42.331876, -71.208402,85146
FL, Plantation, 26.125611, -80.261813,84955
CA, San Leandro, 37.704625,-122.161607,84950
NJ, Trenton, 40.223748, -74.764001,84913
VA, Suffolk, 36.697157, -76.634781,84585
NC, Greenville, 35.596611, -77.375153,84554
FL, Sunrise, 26.170077, -80.259542,84439
FL, Boca Raton, 26.372855, -80.106292,84392
CA, Hawthorne, 33.914775,-118.348083,84293
TX, Allen, 33.107224, -96.674676,84246
NJ, Clifton, 40.862137, -74.160393,84136
MI, Westland, 42.319173, -83.380778,84094
IL, Cicero, 41.844537, -87.759287,83891
CA, San Marcos, 33.133893,-117.169367,83781
TX, League City, 29.490104, -95.109125,83560
NC, Asheville, 35.570977, -82.552738,83393
CA, Citrus Heights, 38.694778,-121.287993,83301
CA, Alhambra, 34.083571,-118.136444,83089
CA, Tracy, 37.724597,-121.445538,82922
MN, Bloomington, 44.829666, -93.315217,82893
UT, Ogden, 41.227927,-111.966080,82825
IA, Sioux City, 42.495252, -96.391462,82684
RI, Warwick, 41.700757, -71.420334,82672
PR, Caguas, 18.232383, -66.038951,82243
AL, Hoover, 33.376949, -86.805579,81619
OH, Parma, 41.383499, -81.728534,81601
ID, Nampa, 43.582381,-116.563875,81557
OK, Edmond, 35.673807, -97.413076,81405
AZ, San Tan Valley, 33.189513,-111.547447,81321
IL, Champaign, 40.115057, -88.273652,81055
MI, Troy, 42.583883, -83.145533,80980
CA, Livermore, 37.686823,-121.762621,80968
CT, Danbury, 41.401839, -73.472285,80893
WA, Bellingham, 48.752620,-122.469657,80885
IN, Hammond, 41.621663, -87.494591,80830
CA, Buena Park, 33.856761,-118.004622,80530
TX, Longview, 32.519305, -94.764810,80455
IN, Bloomington, 39.163700, -86.524264,80405
RI, Cranston, 41.769734, -71.485049,80387
IN, Gary, 41.595883, -87.344853,80294
CA, Lakewood, 33.847135,-118.121894,80048
MI, Farmington Hills, 42.485648, -83.375961,79740
MO, O'Fallon, 38.783504, -90.715351,79329
IN, Carmel, 39.965479, -86.148369,79191
NC, Concord, 35.392048, -80.635543,79066
CA, Merced, 37.305577,-120.477717,78958
WI, Racine, 42.728284, -87.807086,78860
TX, Sugar Land, 29.596927, -95.629429,78817
CA, Hemet, 33.735225,-116.994604,78657
FL, Town 'n' Country, 28.010228, -82.577167,78442
FL, Alafaya, 28.517994, -81.178563,78113
CA, Chino, 33.977432,-117.657465,77983
FL, Largo, 27.906389, -82.771466,77648
CA, Menifee, 33.689858,-117.184383,77519
GA, Albany, 31.577669, -84.179453,77434
NJ, Camden, 39.936787, -75.106644,77344
CA, Lake Forest, 33.667243,-117.668574,77264
TX, Edinburg, 26.314392, -98.163196,77100
NY, New Rochelle, 40.923243, -73.779344,77062
TX, Mission, 26.202638, -98.321480,77058
CA, Napa, 38.297872,-122.300741,76915
CA, Redwood City, 37.515274,-122.213672,76815
IN, Fishers, 39.959889, -85.970292,76794
MO, St. Joseph, 39.759690, -94.821142,76780
GA, Johns Creek, 34.032739, -84.203848,76728
OR, Bend, 44.056430,-121.308024,76639
CA, Bellflower, 33.887821,-118.127250,76616
IL, Bloomington, 40.475777, -88.969912,76610
MA, Lawrence, 42.700273, -71.161357,76377
AZ, Avondale, 33.313041,-112.329077,76238
TX, Bryan, 30.666575, -96.365520,76201
IL, Decatur, 39.855983, -88.933746,76122
PA, Scranton, 41.404178, -75.665908,76089
FL, Melbourne, 28.116326, -80.645713,76068
CA, Indio, 33.729928,-116.235996,76036
MN, Brooklyn Park, 45.110906, -93.349088,75781
MA, Somerville, 42.390566, -71.101324,75754
VA, Lynchburg, 37.399016, -79.195458,75568
CA, Tustin, 33.730850,-117.810735,75540
PR, Guaynabo, 18.383989, -66.114837,75443
CA, Baldwin Park, 34.082824,-117.971286,75390
FL, Kendall, 25.669538, -80.354741,75371
FL, Palm Coast, 29.540560, -81.251062,75180
NY, Cheektowaga, 42.909003, -78.750765,75178
IL, Arlington Heights, 42.097362, -87.981671,75101
ID, Meridian, 43.617852,-116.397129,75092
FL, Deerfield Beach, 26.311713, -80.125422,75018
PA, Bethlehem, 40.626424, -75.367898,74982
OR, Medford, 42.336896,-122.854244,74907
CA, Chino Hills, 33.942800,-117.725715,74799
IL, Evanston, 42.046391, -87.694352,74486
MI, Kalamazoo, 42.275163, -85.588501,74262
IL, Schaumburg, 42.029351, -88.083642,74227
CA, Mountain View, 37.399364,-122.079517,74066
WA, Kennewick, 46.198265,-119.173645,73917
CA, Alameda, 37.764471,-122.283273,73812
CA, Upland, 34.117446,-117.659918,73732
AR, Fayetteville, 36.071561, -94.166540,73580
IL, Bolingbrook, 41.691120, -88.101566,73366
CT, New Britain, 41.676555, -72.786161,73206
OH, Canton, 40.807650, -81.367228,73007
UT, St. George, 37.076062,-113.580500,72897
WI, Appleton, 44.278819, -88.392625,72623
CA, Folsom, 38.675957,-121.147656,72203
CA, San Ramon, 37.761542,-121.937694,72148
MI, Wyoming, 42.892661, -85.708713,72125
LA, Lake Charles, 30.202699, -93.214742,71993
TX, Baytown, 29.756974, -94.967955,71802
NC, Gastonia, 35.249223, -81.182938,71741
MI, Southfield, 42.474640, -83.259509,71739
MD, Silver Spring, 39.002441, -77.020791,71452
RI, Pawtucket, 41.874368, -71.375678,71148
VA, Centreville, 38.839416, -77.438437,71135
FL, Riverview, 27.825161, -82.304591,71050
MI, Rochester Hills, 42.663484, -83.159196,70995
DE, Wilmington, 39.735226, -75.529289,70851
WI, Waukesha, 43.009084, -88.245062,70718
MN, Plymouth, 45.022045, -93.462576,70576
PR, Mayagüez, 18.201221, -67.141780,70463
TX, Pharr, 26.171134, -98.199913,70400
CA, Pleasanton, 37.666151,-121.878280,70285
WA, Auburn, 47.303767,-122.210530,70180
NC, Jacksonville, 34.736866, -77.392666,70145
IN, Muncie, 40.198978, -85.393346,70085
AR, Springdale, 36.186549, -94.153040,69797
NJ, Passaic, 40.856413, -74.126940,69781
CA, Lynwood, 33.923962,-118.201647,69772
CA, Union City, 37.602843,-122.018978,69516
CA, Apple Valley, 34.533376,-117.210358,69135
CA, Redlands, 34.051642,-117.170862,68747
IL, Palatine, 42.118014, -88.042796,68557
CA, Turlock, 37.505214,-120.858764,68549
IA, Waterloo, 42.492327, -92.351947,68406
CA, Perris, 33.789404,-117.221323,68386
MA, Framingham, 42.307905, -71.436196,68318
FL, Boynton Beach, 26.528327, -80.080734,68217
SD, Rapid City, 44.071071,-103.217924,67956
NM, Santa Fe, 35.666038,-105.973720,67947
IA, Iowa City, 41.656041, -91.531272,67862
SC, Mount Pleasant, 32.850085, -79.829903,67843
MS, Gulfport, 30.416058, -89.071845,67793
MD, Waldorf, 38.609186, -76.919778,67752
MD, Glen Burnie, 39.156271, -76.606996,67639
TX, Missouri City, 29.565156, -95.538175,67358
UT, Layton, 41.077423,-111.960727,67311
NY, Mount Vernon, 40.913105, -73.829317,67292
AR, Jonesboro, 35.819733, -90.679050,67263
IN, Lafayette, 40.399425, -86.861699,67140
CA, Manteca, 37.796783,-121.230975,67096
OH, Youngstown, 41.099095, -80.645902,66982
FL, Lauderhill, 26.161065, -80.223696,66887
CO, Loveland, 40.417080,-105.061855,66859
AZ, Casas Adobes, 32.341710,-111.010526,66795
CA, Milpitas, 37.436611,-121.891322,66790
MT, Missoula, 46.869322,-114.010346,66788
CA, Redondo Beach, 33.856817,-118.377137,66748
LA, Kenner, 30.010227, -90.254820,66702
GA, Warner Robins, 32.597096, -83.653936,66588
NJ, Union City, 40.767460, -74.032295,66455
ME, Portland, 43.633192, -70.185644,66194
SC, Rock Hill, 34.943368, -81.021451,66154
NY, Schenectady, 42.801840, -73.927295,66135
TX, Temple, 31.105656, -97.382522,66102
WI, Oshkosh, 44.022628, -88.562352,66083
VA, Dale City, 38.648912, -77.346003,65969
WI, Eau Claire, 44.821307, -91.494844,65883
AZ, Flagstaff, 35.185217,-111.620726,65870
TX, Atascocita, 29.975941, -95.194557,65844
MN, St. Cloud, 45.526681, -94.171056,65842
MD, Ellicott City, 39.276691, -76.833952,65834
MO, St. Charles, 38.795702, -90.515364,65794
CA, Davis, 38.556147,-121.737793,65622
AL, Dothan, 31.233698, -85.406823,65496
FL, Weston, 26.100407, -80.402222,65333
AZ, Goodyear, 33.254031,-112.366472,65275
MD, Frederick, 39.433086, -77.412758,65239
TN, Jackson, 35.649137, -88.830597,65211
CA, Camarillo, 34.221823,-119.032154,65201
CA, Yuba City, 39.133855,-121.639031,64925
TX, Harlingen, 26.191204, -97.697383,64849
IL, Skokie, 42.035971, -87.739991,64784
CA, Rancho Cordova, 38.576181,-121.246692,64776
TX, Flower Mound, 33.037821, -97.113004,64669
CA, Palo Alto, 37.399782,-122.142776,64403
NJ, East Orange, 40.765058, -74.211861,64270
CA, Yorba Linda, 33.886956,-117.772590,64234
MN, Eagan, 44.815500, -93.162400,64206
CA, Walnut Creek, 37.902666,-122.040479,64173
OH, Lorain, 41.438805, -82.179722,64097
CA, South San Francisco, 37.655104,-122.376234,63632
MD, Dundalk, 39.266824, -76.496531,63597
WI, Janesville, 42.684698, -89.013170,63575
CA, San Clemente, 33.449144,-117.613119,63522
CA, Florence-Graham, 33.967720,-118.244386,63387
TX, North Richland Hills, 32.862042, -97.214758,63343
CT, West Hartford, 41.766568, -72.754944,63268
CA, Pittsburg, 38.019899,-121.903606,63264
TN, Johnson City, 36.338218, -82.377427,63152
MI, Taylor, 42.225262, -83.268308,63131
NJ, Bayonne, 40.662411, -74.110228,63024
CA, Laguna Niguel, 33.529047,-117.701175,62979
CA, Pico Rivera, 33.989524,-118.089299,62942
TX, Victoria, 28.826891, -96.985409,62592
CA, Montebello, 34.015444,-118.111012,62500
TN, Franklin, 35.921251, -86.852281,62487
OH, Hamilton, 39.394328, -84.565522,62477
AR, North Little Rock, 34.781873, -92.234937,62304
FL, Fort Myers, 26.619010, -81.831956,62298
NY, Utica, 43.096382, -75.225983,62235
IA, Council Bluffs, 41.238785, -95.854239,62230
KS, Shawnee, 39.017779, -94.805322,62209
UT, Millcreek, 40.688733,-111.827983,62139
CA, Lodi, 38.121610,-121.290765,62134
MN, Woodbury, 44.906283, -92.923703,61961
CA, Carmichael, 38.634876,-121.324219,61762
MN, Maple Grove, 45.112764, -93.462975,61567
